"filename", "language", "C#", "Markdown", "XML", "comment", "blank", "total"
"/Users/isabellacanalesb/Desktop/Manejador-de-memoria-virtual-Simulador/Comandos.cs", "C#", 98, 0, 0, 43, 25, 166
"/Users/isabellacanalesb/Desktop/Manejador-de-memoria-virtual-Simulador/Globales.cs", "C#", 23, 0, 0, 1, 7, 31
"/Users/isabellacanalesb/Desktop/Manejador-de-memoria-virtual-Simulador/Manejador de memoria virtual (Simulador).csproj", "XML", 0, 0, 10, 0, 3, 13
"/Users/isabellacanalesb/Desktop/Manejador-de-memoria-virtual-Simulador/Memoria.cs", "C#", 313, 0, 0, 45, 56, 414
"/Users/isabellacanalesb/Desktop/Manejador-de-memoria-virtual-Simulador/Pagina.cs", "C#", 16, 0, 0, 0, 1, 17
"/Users/isabellacanalesb/Desktop/Manejador-de-memoria-virtual-Simulador/Proceso.cs", "C#", 16, 0, 0, 0, 2, 18
"/Users/isabellacanalesb/Desktop/Manejador-de-memoria-virtual-Simulador/Program.cs", "C#", 102, 0, 0, 20, 17, 139
"/Users/isabellacanalesb/Desktop/Manejador-de-memoria-virtual-Simulador/README.md", "Markdown", 0, 8, 0, 0, 3, 11
"Total", "-", 568, 8, 10, 109, 114, 809
